id,address_1,city,state_province,postal_code,country,latitude,longitude
854,2758 Hajja Street,Azzun,The State of Palestine,44846,The State of Palestine,32.184993,35.021725
855,1346 Al-Quds Street,Al-Bireh,The State of Palestine,90710,The State of Palestine,31.911527,35.219461
856,669 Azzun Street,Qalqilya,The State of Palestine,44844,The State of Palestine,32.192061,34.583779
857,844 Old City Street,Nablus,The State of Palestine,44839,The State of Palestine,32.218662,35.258589
858,2337 Al-Wehda Street,Tubas,The State of Palestine,44838,The State of Palestine,32.315911,35.22825
859,081 Al-Saada Street,Deir al-Balah,The State of Palestine,00920,The State of Palestine,31.422121,34.350714
860,8815 Ariha Street,Jericho,The State of Palestine,90600,The State of Palestine,31.857311,35.443293
861,6070 Al-Amal Street,Yatta,The State of Palestine,90300,The State of Palestine,31.460651,35.087258
862,2777 Star Street,Bethlehem,The State of Palestine,90907,The State of Palestine,31.710899,35.219006
863,6363 Al-Wehda Street,Salfit,The State of Palestine,44837,The State of Palestine,32.112087,35.103566
864,030 Paul VI Street,Bethlehem,The State of Palestine,90907,The State of Palestine,31.70575,35.213417
865,7925 Salah Eddin Street,Beit Hanoun,The State of Palestine,00960,The State of Palestine,31.559751,34.543315
866,385 Al-Quds Street,Birzeit,The State of Palestine,90845,The State of Palestine,31.986401,35.188819
867,5226 Beir Onah Street,Beit Jala,The State of Palestine,90918,The State of Palestine,31.712022,35.183477
868,0175 Al-Salam Street,Bani Na'im,The State of Palestine,90400,The State of Palestine,31.529805,35.158789
869,7863 Al-Naser Street,Rafah,The State of Palestine,00800,The State of Palestine,31.289249,34.223153
870,64704 Al-Madares Street,Deir al-Balah,The State of Palestine,00920,The State of Palestine,31.422245,34.356888
871,26447 Al-Quds Street,Yatta,The State of Palestine,90300,The State of Palestine,31.453644,35.092674
872,21160 Shuhada Street,Hebron,The State of Palestine,90100,The State of Palestine,31.540272,35.109459
873,3361 Al-Quds Street,Jabalia,The State of Palestine,00950,The State of Palestine,31.524536,34.497278
874,642 Beir Onah Street,Beit Jala,The State of Palestine,90918,The State of Palestine,31.715066,35.187195
875,8317 Al-Khader Street,Beit Jala,The State of Palestine,90918,The State of Palestine,31.71999,35.189341
876,06293 Azzun Street,Qalqilya,The State of Palestine,44844,The State of Palestine,32.197824,34.593876
877,9768 Al-Amal Street,Al-Bireh,The State of Palestine,90710,The State of Palestine,31.92482,35.226806
878,4225 Shepherds Street,Beit Sahour,The State of Palestine,90917,The State of Palestine,31.703495,35.228352
879,6428 Al-Jalaa Street,Jabalia,The State of Palestine,00950,The State of Palestine,31.528883,34.481652
880,17689 Al-Wehda Street,Salfit,The State of Palestine,44837,The State of Palestine,32.10725,35.111472
881,75506 Main Street,Bani Na'im,The State of Palestine,90400,The State of Palestine,31.527852,35.150514
882,4955 Al-Quds Street,Yatta,The State of Palestine,90300,The State of Palestine,31.468644,35.098399
883,16387 Nativity Street,Bethlehem,The State of Palestine,90907,The State of Palestine,31.710832,35.216826
884,6644 Al-Shab Street,Rafah,The State of Palestine,00800,The State of Palestine,31.308232,34.222835
885,803 Al-Irsal Street,Ramallah,The State of Palestine,90710,The State of Palestine,31.905485,35.200501
886,518 Hajja Street,Qalqilya,The State of Palestine,44844,The State of Palestine,32.19279,34.587272
887,1634 Al-Amal Street,Bani Zeid,The State of Palestine,90620,The State of Palestine,31.993643,35.143584
888,70519 Al-Quds Street,Beit Hanoun,The State of Palestine,00960,The State of Palestine,31.551988,34.542313
889,67868 Al-Quds Street,Abu Dis,The State of Palestine,90000,The State of Palestine,31.755916,35.260032
890,533 Al-Bahr Street,Beit Hanoun,The State of Palestine,00960,The State of Palestine,31.553455,34.54862
891,6925 Shepherds Street,Beit Sahour,The State of Palestine,90917,The State of Palestine,31.704056,35.227923
892,1668 Al-Quds Street,Bani Zeid,The State of Palestine,90620,The State of Palestine,31.99018,35.141703
893,86970 Cremisan Street,Beit Jala,The State of Palestine,90918,The State of Palestine,31.711936,35.18928
894,60566 Al-Quds Street,Abu Dis,The State of Palestine,90000,The State of Palestine,31.751008,35.267226
895,120 Azzahra Street,Abu Dis,The State of Palestine,90000,The State of Palestine,31.757023,35.264526
896,47333 Manger Street,Bethlehem,The State of Palestine,90907,The State of Palestine,31.716574,35.211005
897,355 Al-Bahr Street,Beit Hanoun,The State of Palestine,00960,The State of Palestine,31.555068,34.549627
898,5474 Al-Quds Street,Birzeit,The State of Palestine,90845,The State of Palestine,31.976095,35.180293
899,3129 Al-Wehda Street,Birzeit,The State of Palestine,90845,The State of Palestine,31.973869,35.195995
900,176 Al-Wehda Street,Dura,The State of Palestine,90200,The State of Palestine,31.510806,35.067404
901,90404 Salah Eddin Street,Abu Dis,The State of Palestine,90000,The State of Palestine,31.7533,35.267083
902,59725 Al-Wehda Street,Gaza City,The State of Palestine,00970,The State of Palestine,31.544656,34.478646
903,968 Al-Wehda Street,Birzeit,The State of Palestine,90845,The State of Palestine,31.974552,35.185436
904,8145 Zahra Street,Jenin,The State of Palestine,44843,The State of Palestine,32.455243,35.290617
905,3984 Al-Amal Street,Tubas,The State of Palestine,44838,The State of Palestine,32.319982,35.229102
906,854 Al-Amal Street,Bani Zeid,The State of Palestine,90620,The State of Palestine,31.993559,35.132565
907,0212 Al-Amal Street,Yatta,The State of Palestine,90300,The State of Palestine,31.461353,35.095046
908,89154 Al-Amal Street,Salfit,The State of Palestine,44837,The State of Palestine,32.116212,35.107643
909,00917 Al-Salam Street,Hebron,The State of Palestine,90100,The State of Palestine,31.54286,35.101671
910,07504 Sibat Street,Jenin,The State of Palestine,44843,The State of Palestine,32.46146,35.2833
911,2469 Al-Wehda Street,Yatta,The State of Palestine,90300,The State of Palestine,31.457682,35.097169
912,5364 Rafidia Street,Nablus,The State of Palestine,44839,The State of Palestine,32.233856,35.256983
913,54387 Shuhada Street,Hebron,The State of Palestine,90100,The State of Palestine,31.534695,35.09846
914,877 Al-Quds Street,Birzeit,The State of Palestine,90845,The State of Palestine,31.97326,35.182511
915,1165 Main Street,Bani Na'im,The State of Palestine,90400,The State of Palestine,31.524982,35.152378
916,708 Al-Saada Street,Deir al-Balah,The State of Palestine,00920,The State of Palestine,31.421956,34.353042
917,75387 Al-Manara Square,Ramallah,The State of Palestine,90710,The State of Palestine,31.907228,35.20394
918,3832 Al-Wehda Street,Bani Zeid,The State of Palestine,90620,The State of Palestine,31.98112,35.145734
919,6026 Manger Street,Bethlehem,The State of Palestine,90907,The State of Palestine,31.700267,35.205551
920,2598 Al-Wehda Street,Halhul,The State of Palestine,90450,The State of Palestine,31.589412,35.103334
921,927 Ariha Street,Jericho,The State of Palestine,90600,The State of Palestine,31.852714,35.441571
922,8759 Huwaij Street,Nablus,The State of Palestine,44839,The State of Palestine,32.22684,35.251751
923,6297 Gaza-Khan Yunis Road,Khan Yunis,The State of Palestine,00930,The State of Palestine,31.348368,34.287558
924,981 Al-Quds Street,Birzeit,The State of Palestine,90845,The State of Palestine,31.983919,35.193057
925,54378 Al-Quds Street,Deir al-Balah,The State of Palestine,00920,The State of Palestine,31.42192,34.355781
926,45768 Shuhada Street,Hebron,The State of Palestine,90100,The State of Palestine,31.543136,35.099694
927,592 Azzun Street,Azzun,The State of Palestine,44846,The State of Palestine,32.183083,35.023956
928,06255 Haifa Street,Jenin,The State of Palestine,44843,The State of Palestine,32.462184,35.284909
929,32153 Azzun Street,Azzun,The State of Palestine,44846,The State of Palestine,32.182717,35.027534
930,6809 Haifa Street,Jenin,The State of Palestine,44843,The State of Palestine,32.4598,35.299323
931,22972 School Street,Bani Na'im,The State of Palestine,90400,The State of Palestine,31.521187,35.154729
932,8258 Al-Quds Street,Salfit,The State of Palestine,44837,The State of Palestine,32.102044,35.116358
933,049 Jamal Abdel Nasser Street,Khan Yunis,The State of Palestine,00930,The State of Palestine,31.355279,34.285867
934,518 Al-Amal Street,Salfit,The State of Palestine,44837,The State of Palestine,32.100887,35.111314
935,9347 Al-Amal Street,Salfit,The State of Palestine,44837,The State of Palestine,32.108439,35.101072
936,025 Martyrs Street,Rafah,The State of Palestine,00800,The State of Palestine,31.288966,34.225738
937,8633 Hajja Street,Qalqilya,The State of Palestine,44844,The State of Palestine,32.194823,34.580585
938,419 Al-Wehda Street,Halhul,The State of Palestine,90450,The State of Palestine,31.587046,35.116286
939,5927 Salah Eddin Street,Abu Dis,The State of Palestine,90000,The State of Palestine,31.750295,35.265023
940,0015 Cremisan Street,Beit Jala,The State of Palestine,90918,The State of Palestine,31.714268,35.187842
941,87902 Salah Eddin Street,Abu Dis,The State of Palestine,90000,The State of Palestine,31.751611,35.262535
942,74624 Hajja Street,Azzun,The State of Palestine,44846,The State of Palestine,32.186056,35.027478
943,84338 Al-Quds Street,Beit Hanoun,The State of Palestine,00960,The State of Palestine,31.556393,34.541688
944,28143 Manger Street,Bethlehem,The State of Palestine,90907,The State of Palestine,31.712999,35.201501
945,3183 Al-Wehda Street,Bani Zeid,The State of Palestine,90620,The State of Palestine,31.982658,35.130816
946,460 Al-Quds Street,Jabalia,The State of Palestine,00950,The State of Palestine,31.5391,34.490297
947,275 Al-Bahr Street,Beit Hanoun,The State of Palestine,00960,The State of Palestine,31.552049,34.544728
948,21453 Beir Onah Street,Beit Jala,The State of Palestine,90918,The State of Palestine,31.716904,35.181064
949,57361 Al-Wehda Street,Salfit,The State of Palestine,44837,The State of Palestine,32.109975,35.116714
950,4209 Al-Wehda Street,Biddu,The State of Palestine,90910,The State of Palestine,31.840024,35.125004
951,4389 Al-Quds Street,Birzeit,The State of Palestine,90845,The State of Palestine,31.979529,35.190791
952,93918 Rafidia Street,Nablus,The State of Palestine,44839,The State of Palestine,32.233336,35.249529
953,79624 Al-Khader Street,Beit Jala,The State of Palestine,90918,The State of Palestine,31.711371,35.189155
954,16464 Al-Amal Street,Tubas,The State of Palestine,44838,The State of Palestine,32.319951,35.2233
955,7852 Al-Wehda Street,Dura,The State of Palestine,90200,The State of Palestine,31.510282,35.062256
956,18155 Main Street,Bani Na'im,The State of Palestine,90400,The State of Palestine,31.527408,35.152731
957,1374 Gaza-Khan Yunis Road,Khan Yunis,The State of Palestine,00930,The State of Palestine,31.349398,34.280334
958,9291 Al-Amal Street,Tubas,The State of Palestine,44838,The State of Palestine,32.322611,35.226561
959,07793 Al-Amal Street,Bani Zeid,The State of Palestine,90620,The State of Palestine,31.982743,35.132505
960,28580 Sibat Street,Jenin,The State of Palestine,44843,The State of Palestine,32.463098,35.289932
961,1530 Al-Wehda Street,Halhul,The State of Palestine,90450,The State of Palestine,31.596139,35.110409
962,6050 Shuhada Street,Hebron,The State of Palestine,90100,The State of Palestine,31.532543,35.119155
963,377 Manger Street,Bethlehem,The State of Palestine,90907,The State of Palestine,31.701316,35.202278
964,775 School Street,Bani Na'im,The State of Palestine,90400,The State of Palestine,31.520897,35.155321
965,644 Al-Amal Street,Tubas,The State of Palestine,44838,The State of Palestine,32.311677,35.234318
966,148 Main Street,Bani Na'im,The State of Palestine,90400,The State of Palestine,31.528896,35.153336
967,46234 Al-Quds Street,Tubas,The State of Palestine,44838,The State of Palestine,32.323699,35.220917
968,38550 Azzun Street,Qalqilya,The State of Palestine,44844,The State of Palestine,32.190534,34.598093
969,43600 Gaza-Khan Yunis Road,Khan Yunis,The State of Palestine,00930,The State of Palestine,31.357972,34.299974
970,65593 Al-Amal Street,Tubas,The State of Palestine,44838,The State of Palestine,32.325528,35.231457
971,175 Al-Wehda Street,Yatta,The State of Palestine,90300,The State of Palestine,31.465383,35.095957
972,0226 Al-Wehda Street,Birzeit,The State of Palestine,90845,The State of Palestine,31.980821,35.194047
973,4099 Hajja Street,Qalqilya,The State of Palestine,44844,The State of Palestine,32.198257,34.583437
974,36849 Al-Wehda Street,Biddu,The State of Palestine,90910,The State of Palestine,31.850426,35.137289
975,3405 Beir Onah Street,Beit Jala,The State of Palestine,90918,The State of Palestine,31.71934,35.189577
976,407 Al-Quds Street,Salfit,The State of Palestine,44837,The State of Palestine,32.118505,35.103111
977,3858 Salah Eddin Street,Beit Hanoun,The State of Palestine,00960,The State of Palestine,31.556126,34.54859
978,116 Salah Eddin Street,Beit Hanoun,The State of Palestine,00960,The State of Palestine,31.556178,34.543917
979,6687 Al-Rasheed Street,Gaza City,The State of Palestine,00970,The State of Palestine,31.518482,34.527625
980,90681 Al-Bahr Street,Rafah,The State of Palestine,00800,The State of Palestine,31.298853,34.24404
981,436 Al-Quds Street,Salfit,The State of Palestine,44837,The State of Palestine,32.116409,35.117608
982,2775 Al-Madares Street,Deir al-Balah,The State of Palestine,00920,The State of Palestine,31.421999,34.356438
983,52526 Al-Bahr Street,Rafah,The State of Palestine,00800,The State of Palestine,31.285348,34.228765
984,10786 Baladya Street,Tulkarem,The State of Palestine,44840,The State of Palestine,32.321462,35.016817
985,78959 Shepherds Street,Beit Sahour,The State of Palestine,90917,The State of Palestine,31.703362,35.226235
986,085 Gaza-Khan Yunis Road,Khan Yunis,The State of Palestine,00930,The State of Palestine,31.359873,34.285109
987,86726 Al-Wehda Street,Birzeit,The State of Palestine,90845,The State of Palestine,31.981476,35.192633
988,358 Aqabat Jaber Street,Jericho,The State of Palestine,90600,The State of Palestine,31.85792,35.440992
989,017 School Street,Bani Na'im,The State of Palestine,90400,The State of Palestine,31.529552,35.150024
990,0449 Shepherds Street,Beit Sahour,The State of Palestine,90917,The State of Palestine,31.704156,35.220251
991,3473 Al-Karameh Street,Jericho,The State of Palestine,90600,The State of Palestine,31.854861,35.456217
992,13404 Al-Saada Street,Deir al-Balah,The State of Palestine,00920,The State of Palestine,31.42771,34.354694
993,078 Jamal Abdel Nasser Street,Khan Yunis,The State of Palestine,00930,The State of Palestine,31.351732,34.298587
994,4796 Al-Quds Street,Al-Bireh,The State of Palestine,90710,The State of Palestine,31.913527,35.2161
995,840 Umm Al-Rakab Street,Beit Sahour,The State of Palestine,90917,The State of Palestine,31.705045,35.222568
996,05985 Al-Quds Street,Al-Bireh,The State of Palestine,90710,The State of Palestine,31.925414,35.225232
997,6910 Hajja Street,Qalqilya,The State of Palestine,44844,The State of Palestine,32.196853,34.591711
998,866 Al-Amal Street,Halhul,The State of Palestine,90450,The State of Palestine,31.584519,35.101934
999,758 Al-Quds Street,Ramallah,The State of Palestine,90710,The State of Palestine,31.90177,35.209119
1000,15099 Al-Karameh Street,Jericho,The State of Palestine,90600,The State of Palestine,31.865327,35.440732
